symptom,related
red_spots_over_body,itching
red_spots_over_body,joint_pain
red_spots_over_body,chills
red_spots_over_body,back_pain
red_spots_over_body,swelled_lymph_nodes
red_spots_over_body,mild_fever
red_spots_over_body,fatigue
red_spots_over_body,headache
red_spots_over_body,muscle_pain
red_spots_over_body,loss_of_appetite
red_spots_over_body,high_fever
red_spots_over_body,lethargy
belly_pain,nausea
belly_pain,vomiting
belly_pain,chills
belly_pain,toxic_look_(typhos)
belly_pain,abdominal_pain
belly_pain,constipation
belly_pain,fatigue
belly_pain,headache
belly_pain,high_fever
belly_pain,diarrhoea
abnormal_menstruation,muscle_weakness
abnormal_menstruation,sweating
abnormal_menstruation,diarrhoea
abnormal_menstruation,mood_swings
abnormal_menstruation,swollen_extremeties
abnormal_menstruation,cold_hands_and_feets
abnormal_menstruation,depression
abnormal_menstruation,puffy_face_and_eyes
abnormal_menstruation,restlessness
abnormal_menstruation,dizziness
abnormal_menstruation,weight_loss
abnormal_menstruation,enlarged_thyroid
abnormal_menstruation,lethargy
abnormal_menstruation,irritability
abnormal_menstruation,brittle_nails
abnormal_menstruation,fatigue
abnormal_menstruation,fast_heart_rate
abnormal_menstruation,weight_gain
abnormal_menstruation,excessive_hunger
increased_appetite,polyuria
increased_appetite,restlessness
increased_appetite,weight_loss
increased_appetite,irregular_sugar_level
increased_appetite,blurred_and_distorted_vision
increased_appetite,obesity
increased_appetite,fatigue
increased_appetite,lethargy
increased_appetite,excessive_hunger
polyuria,increased_appetite
polyuria,restlessness
polyuria,weight_loss
polyuria,irregular_sugar_level
polyuria,blurred_and_distorted_vision
polyuria,obesity
polyuria,fatigue
polyuria,lethargy
polyuria,excessive_hunger
family_history,yellowish_skin
family_history,mucoid_sputum
family_history,nausea
family_history,breathlessness
family_history,fatigue
family_history,loss_of_appetite
family_history,high_fever
mucoid_sputum,breathlessness
mucoid_sputum,family_history
mucoid_sputum,high_fever
rusty_sputum,malaise
rusty_sputum,sweating
rusty_sputum,breathlessness
rusty_sputum,chills
rusty_sputum,phlegm
rusty_sputum,cough
rusty_sputum,fatigue
rusty_sputum,fast_heart_rate
rusty_sputum,high_fever
rusty_sputum,chest_pain
lack_of_concentration,loss_of_balance
visual_disturbances,indigestion
visual_disturbances,depression
visual_disturbances,acidity
visual_disturbances,irritability
visual_disturbances,blurred_and_distorted_vision
visual_disturbances,headache
visual_disturbances,stiff_neck
visual_disturbances,excessive_hunger
receiving_blood_transfusion,dark_urine
receiving_blood_transfusion,yellowish_skin
receiving_blood_transfusion,malaise
receiving_blood_transfusion,yellowing_of_eyes
receiving_blood_transfusion,itching
receiving_blood_transfusion,abdominal_pain
receiving_blood_transfusion,yellow_urine
receiving_blood_transfusion,fatigue
receiving_blood_transfusion,loss_of_appetite
receiving_blood_transfusion,lethargy
receiving_blood_transfusion,receiving_unsterile_injections
receiving_unsterile_injections,dark_urine
receiving_unsterile_injections,yellowish_skin
receiving_unsterile_injections,malaise
receiving_unsterile_injections,yellowing_of_eyes
receiving_unsterile_injections,itching
receiving_unsterile_injections,abdominal_pain
receiving_unsterile_injections,yellow_urine
receiving_unsterile_injections,receiving_blood_transfusion
receiving_unsterile_injections,fatigue
receiving_unsterile_injections,loss_of_appetite
receiving_unsterile_injections,lethargy
coma,dark_urine
coma,yellowish_skin
coma,nausea
coma,vomiting
coma,yellowing_of_eyes
coma,acute_liver_failure
coma,joint_pain
coma,abdominal_pain
coma,fatigue
coma,loss_of_appetite
coma,high_fever
coma,stomach_bleeding
stomach_bleeding,dark_urine
stomach_bleeding,yellowish_skin
stomach_bleeding,nausea
stomach_bleeding,high_fever
stomach_bleeding,vomiting
stomach_bleeding,yellowing_of_eyes
stomach_bleeding,acute_liver_failure
stomach_bleeding,joint_pain
stomach_bleeding,abdominal_pain
stomach_bleeding,fatigue
stomach_bleeding,loss_of_appetite
stomach_bleeding,coma
distention_of_abdomen,yellowish_skin
distention_of_abdomen,history_of_alcohol_consumption
distention_of_abdomen,fluid_overload
distention_of_abdomen,vomiting
distention_of_abdomen,abdominal_pain
distention_of_abdomen,swelling_of_stomach
history_of_alcohol_consumption,distention_of_abdomen
history_of_alcohol_consumption,yellowish_skin
history_of_alcohol_consumption,fluid_overload
history_of_alcohol_consumption,vomiting
history_of_alcohol_consumption,abdominal_pain
history_of_alcohol_consumption,swelling_of_stomach
fluid_overload,distention_of_abdomen
fluid_overload,yellowish_skin
fluid_overload,history_of_alcohol_consumption
fluid_overload,vomiting
fluid_overload,abdominal_pain
fluid_overload,swelling_of_stomach
blood_in_sputum,malaise
blood_in_sputum,sweating
blood_in_sputum,vomiting
blood_in_sputum,yellowing_of_eyes
blood_in_sputum,breathlessness
blood_in_sputum,weight_loss
blood_in_sputum,chills
blood_in_sputum,swelled_lymph_nodes
blood_in_sputum,phlegm
blood_in_sputum,mild_fever
blood_in_sputum,cough
blood_in_sputum,fatigue
blood_in_sputum,loss_of_appetite
blood_in_sputum,high_fever
blood_in_sputum,chest_pain
prominent_veins_on_calf,swollen_legs
prominent_veins_on_calf,cramps
prominent_veins_on_calf,obesity
prominent_veins_on_calf,fatigue
prominent_veins_on_calf,bruising
palpitations,drying_and_tingling_lips
palpitations,sweating
palpitations,nausea
palpitations,vomiting
palpitations,slurred_speech
palpitations,anxiety
palpitations,irritability
palpitations,blurred_and_distorted_vision
palpitations,fatigue
palpitations,headache
palpitations,excessive_hunger
painful_walking,muscle_weakness
painful_walking,neck_pain
painful_walking,swelling_joints
painful_walking,movement_stiffness
painful_walking,joint_pain
painful_walking,knee_pain
painful_walking,stiff_neck
painful_walking,hip_joint_pain
skin_peeling,small_dents_in_nails
skin_peeling,skin_rash
skin_peeling,inflammatory_nails
skin_peeling,joint_pain
skin_peeling,silver_like_dusting
silver_like_dusting,small_dents_in_nails
silver_like_dusting,skin_rash
silver_like_dusting,inflammatory_nails
silver_like_dusting,skin_peeling
silver_like_dusting,joint_pain
small_dents_in_nails,inflammatory_nails
small_dents_in_nails,skin_rash
small_dents_in_nails,skin_peeling
small_dents_in_nails,joint_pain
small_dents_in_nails,silver_like_dusting
inflammatory_nails,small_dents_in_nails
inflammatory_nails,skin_rash
inflammatory_nails,skin_peeling
inflammatory_nails,joint_pain
inflammatory_nails,silver_like_dusting
blister,red_sore_around_nose
blister,skin_rash
blister,yellow_crust_ooze
red_sore_around_nose,yellow_crust_ooze
red_sore_around_nose,skin_rash
red_sore_around_nose,blister
yellow_crust_ooze,red_sore_around_nose
yellow_crust_ooze,skin_rash
yellow_crust_ooze,blister
